"Submission Date",Cinsiyet,"Yan haklarınız","Şirketiniz hangi lokasyon merkezli?","Şirketiniz hangi ülke merkezli?","Şirketiniz hangi şehirde? (Eğer Türkiye ise)","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Hangi pozisyonda çalışıyorsunuz?","Çalıştığınız şirketteki unvanınız nedir?",Deneyim,"Ağırlıklı olarak hangi teknolojileri / dilleri kullanıyorsunuz?","Kazancınız hangi para biriminde?","Maaş tipi","Senede kaç kez zam alıyorsunuz?","Ara zam / iyileştirme oranınız hangi aralıkta?","Yemek kartınız varsa günlük güncel miktar nedir?","Maaş / Aylık Türk Lirası cinsinden          (Ortalama ""NET"" ücret)"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,301-600,"Backend Developer / Engineer",Mid,"5-7 Yıl","Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Microsoft Office Araçları
SQL","Türk Lirası",Net,2,%21-%35,"210-250 TL","67.203 TL - 82.652 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","07 Antalya",Hybrid,11-20,"Frontend Developer / Engineer",Junior,"1-3 Yıl","ChatGPT
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,2,%36-%50,"150 TL altı","29.802 TL - 37.252 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)",Türkiye,"Türkiye ","34 İstanbul",Ofiste,11-20,"Team Lead",Staff,"9-12 Yıl","Adobe CC araçları
ChatGPT
Figma / XD ve diğer tasarım araçları","Türk Lirası",Net,1,%36-%50,"210-250 TL","82.653 TL - 105.102 TL"
"Şub 5, 2024",Erkek,"Yemek kartı",Türkiye,"Türkiye ","34 İstanbul",Ofiste,1.000-5.000,"IT Specialist",Mid,"7-9 Yıl",,"Türk Lirası",Net,1,%36-%50,"210-250 TL","44.704 TL - 54.951 TL"
"Şub 5, 2024",Erkek,"Yemek kartı",Türkiye,"Türkiye ","34 İstanbul",Hybrid,11-20,"Embedded Developer / Engineer",Senior,"3-5 Yıl","C, C++","Türk Lirası",Net,2,%36-%50,"150 TL altı","37.253 TL - 44.703 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Remote,21-50,Diğer,Junior,"1-3 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
SQL","Türk Lirası",Net,2,%36-%50,150-180TL,"22.452 TL - 26.802 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"Data Engineer",Junior,"1-3 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
SQL","Türk Lirası",Net,3,%36-%50,"210-250 TL","26.803 TL - 29.801 TL"
"Şub 5, 2024",Erkek,Hiçbiri,Türkiye,"Türkiye ","48 Muğla",Ofiste,5.000-10.000,"Fullstack Developer / Engineer",Senior,"7-9 Yıl","C# / .NET Framework
DevOps araçları
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Net,2,%11-%20,,"54.952 TL - 67.202 TL"
"Şub 5, 2024",Kadın,"Yemek kartı",Türkiye,"Türkiye ","06 Ankara",Ofiste,11-20,"Fullstack Developer / Engineer",Junior,"0-1 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Linux","Türk Lirası",Net,1,Almadım,150-180TL,"22.452 TL - 26.802 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri",Türkiye,"Türkiye ","34 İstanbul",Remote,11-20,"Q/A - Test Automation Engineer","Yeni mezun","0-1 Yıl","ChatGPT
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
No-code / Low-code Araçları","Türk Lirası",Net,2,Almadım,150-180TL,"17.002 TL - 22.451 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","06 Ankara",Ofiste,151-300,"Backend Developer / Engineer",Junior,"1-3 Yıl","Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,2,%36-%50,"300 TL ve üzeri","37.253 TL - 44.703 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"Backend Developer / Engineer",Senior,"5-7 Yıl","ChatGPT
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
PHP
Python","Türk Lirası",Net,3,%21-%35,150-180TL,"54.952 TL - 67.202 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri","Yurt dışı","Amerika Birleşik Devletleri ",,Remote,21-50,"CRM Developer",Mid,"1-3 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Microsoft Office Araçları
SQL",Dolar,Net,1,Almadım,"180-210 TL","67.203 TL - 82.652 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","35 İzmir",Ofiste,11-20,"Mobile Developer(Cross Platform)",Junior,"1-3 Yıl","Flutter
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Swift","Türk Lirası",Net,2,%21-%35,,"22.452 TL - 26.802 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Hybrid,21-50,"Frontend Developer / Engineer",Mid,"7-9 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,2,%5-%10,"300 TL ve üzeri","54.952 TL - 67.202 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
İşçi tazminatı",Türkiye,"Türkiye ","35 İzmir",Hybrid,11-20,"Frontend Developer / Engineer",Mid,"1-3 Yıl","ChatGPT
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%21-%35,150-180TL,"29.802 TL - 37.252 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Hayat sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,1.000-5.000,"Android Developer",Junior,"1-3 Yıl","Java ve bağlı framework'ler
Kotlin","Türk Lirası",Brüt,2,%36-%50,"250-300 TL","29.802 TL - 37.252 TL"
"Şub 5, 2024",Kadın,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Erzak yardımı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Tıbbi izin",Türkiye,"Türkiye ","06 Ankara",Hybrid,21-50,"Embedded Developer / Engineer",Mid,"3-5 Yıl","C, C++
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Python","Türk Lirası",Net,2,%51-%70,"250-300 TL","44.704 TL - 54.951 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,301-600,"Android Developer",Senior,"9-12 Yıl","Java ve bağlı framework'ler
Kotlin","Türk Lirası",Brüt,"4 veya üzeri",%11-%20,"300 TL ve üzeri","105.103 TL - 127.552 TL"
"Şub 5, 2024",Erkek,"Yemek kartı",Türkiye,"Türkiye ","06 Ankara",Remote,1-10,"iOS Developer",Junior,"0-1 Yıl",Swift,"Türk Lirası",Net,2,%21-%35,150-180TL,"22.452 TL - 26.802 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","35 İzmir",Hybrid,11-20,"Fullstack Developer / Engineer",Junior,"0-1 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,2,%51-%70,"180-210 TL","29.802 TL - 37.252 TL"
"Şub 5, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Emeklilik planlama hizmetleri",Türkiye,"Türkiye ","06 Ankara",Remote,21-50,"Frontend Developer / Engineer",Junior,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%21-%35,,"37.253 TL - 44.703 TL"
"Şub 5, 2024",Kadın,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Hybrid,301-600,"Business Analyst",Junior,"0-1 Yıl",SQL,"Türk Lirası",Net,2,%51-%70,"210-250 TL","29.802 TL - 37.252 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Hayat sigortası","Yurt dışı","Fransa ",,Hybrid,"10.000 ve üzeri","Frontend Developer / Engineer",Senior,"5-7 Yıl","ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes","Türk Lirası",Net,2,%11-%20,"210-250 TL","54.952 TL - 67.202 TL"
"Şub 5, 2024",Erkek,Hiçbiri,Türkiye,"Türkiye ","34 İstanbul",Remote,1-10,Diğer,Staff,"9-12 Yıl","C# / .NET Framework","Türk Lirası",Net,1,Almadım,,"150.003 TL - 195.002 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Emeklilik planlama hizmetleri",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"Backend Developer / Engineer",Mid,"1-3 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%51-%70,150-180TL,"54.952 TL - 67.202 TL"
"Şub 5, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Hayat sigortası",Türkiye,,"35 İzmir",Hybrid,51-150,"Backend Developer / Engineer",Junior,"1-3 Yıl","Java ve bağlı framework'ler","Türk Lirası",Net,2,%21-%35,"150 TL altı","29.802 TL - 37.252 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Emeklilik planlama hizmetleri
Sertifika sınav ücretleri
Tıbbi izin",Türkiye,,"34 İstanbul",Hybrid,301-600,DevOps,Junior,"0-1 Yıl","DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Kubernetes","Türk Lirası",Brüt,1,%21-%35,"250-300 TL","17.002 TL - 22.451 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)",Türkiye,"Türkiye ","06 Ankara",Hybrid,301-600,"Integration Developer",Junior,"0-1 Yıl","No-code / Low-code Araçları","Türk Lirası",Net,2,"%71 ve üzeri","180-210 TL","29.802 TL - 37.252 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,,"06 Ankara",Ofiste,151-300,"Software Engineer",Mid,"1-3 Yıl","C, C++","Türk Lirası",Net,1,,"300 TL ve üzeri","54.952 TL - 67.202 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
Netflix, Spotify vs",Türkiye,"Türkiye ","06 Ankara",Remote,601-1.000,"Frontend Developer / Engineer",Senior,"5-7 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%51-%70,"250-300 TL","67.203 TL - 82.652 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
İşsizlik sigortası
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"iOS Developer",Senior,"1-3 Yıl","Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Swift","Türk Lirası",Net,2,%21-%35,"250-300 TL","67.203 TL - 82.652 TL"
"Şub 5, 2024",Erkek,"Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,,"06 Ankara",Remote,51-150,"Frontend Developer / Engineer",Senior,"12 Yıl ve üzeri","Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%21-%35,,"105.103 TL - 127.552 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,1-10,"Backend Developer / Engineer",Mid,"3-5 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Linux
NoSQL
Python
SQL","Türk Lirası",Net,2,Almadım,"180-210 TL","82.653 TL - 105.102 TL"
"Şub 5, 2024",Kadın,"Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Erzak yardımı
Tamamlayıcı sağlık sigortası
İşçi tazminatı
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Ofiste,51-150,"Project Manager",Mid,"3-5 Yıl",Solidity,"Türk Lirası",Net,2,"%71 ve üzeri","150 TL altı","37.253 TL - 44.703 TL"
"Şub 5, 2024",Erkek,Hiçbiri,"Yurt dışı","İngiltere ",,Remote,151-300,"Backend Developer / Engineer",Mid,"1-3 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Python",Sterlin,Brüt,1,%5-%10,,"54.952 TL - 67.202 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"Software Engineer",Senior,"5-7 Yıl","Golang
Python",Euro,Net,2,Almadım,"210-250 TL","54.952 TL - 67.202 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Hayat sigortası",Türkiye,"Türkiye ",,Remote,11-20,"SAP Consultant",Junior,"1-3 Yıl","ABAP
SAP
SQL","Türk Lirası",Net,1,%36-%50,150-180TL,"22.452 TL - 26.802 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Personel servisi
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri
İşçi tazminatı
Tıbbi izin",Türkiye,"Türkiye ","06 Ankara",Ofiste,21-50,"Software Engineer",Junior,"1-3 Yıl","C, C++
ChatGPT","Türk Lirası",Net,1,%21-%35,"300 TL ve üzeri","37.253 TL - 44.703 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Spor salonu üyeliği / indirimi
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Employee stock options",Türkiye,"Türkiye ","06 Ankara",Hybrid,51-150,"Frontend Developer / Engineer",Staff,"5-7 Yıl",,"Türk Lirası",Net,2,%51-%70,"210-250 TL","150.003 TL - 195.002 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Hayat sigortası",Türkiye,,,Remote,1.000-5.000,"Backend Developer / Engineer",Senior,"12 Yıl ve üzeri","Java ve bağlı framework'ler
Python","Türk Lirası",Net,2,%36-%50,"250-300 TL","105.103 TL - 127.552 TL"
"Şub 5, 2024",Kadın,"Tamamlayıcı sağlık sigortası","Yurt dışı","İngiltere ",,Hybrid,601-1.000,"Software Engineer","Yeni mezun","0-1 Yıl","C, C++
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Python
SQL",Sterlin,Brüt,1,Almadım,,"195.003 TL - 239.002 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,,"34 İstanbul",Hybrid,51-150,"iOS Developer",Mid,"3-5 Yıl","C# / .NET Framework
C, C++
ChatGPT
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Python","Türk Lirası",Net,2,%36-%50,"180-210 TL","150.003 TL - 195.002 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Udemy vb kurs üyelikleri",Türkiye,,"34 İstanbul",Hybrid,601-1.000,"Backend Developer / Engineer","Yeni mezun","0-1 Yıl","C# / .NET Framework
Microsoft Office Araçları","Türk Lirası",Net,1,Almadım,150-180TL,"17.002 TL - 22.451 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Sertifika sınav ücretleri",Türkiye,"Türkiye ","06 Ankara",Hybrid,21-50,"Solutions Architect",Mid,"1-3 Yıl","ChatGPT
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Kubernetes
Linux
NoSQL
PHP
Python","Türk Lirası",Brüt,2,%21-%35,150-180TL,"54.952 TL - 67.202 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","06 Ankara",Remote,11-20,"Game Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework","Türk Lirası",Net,2,%36-%50,"250-300 TL","29.802 TL - 37.252 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Personel servisi
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","06 Ankara",Hybrid,1.000-5.000,"Software Engineer",Senior,"7-9 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,2,%36-%50,"180-210 TL","105.103 TL - 127.552 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Remote,151-300,"BI Developer / Engineer",Senior,"5-7 Yıl",SQL,"Türk Lirası",Net,2,%36-%50,"250-300 TL","54.952 TL - 67.202 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Erzak yardımı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"Almanya ","34 İstanbul",Remote,1.000-5.000,"Software Engineer",Senior,"3-5 Yıl","Java ve bağlı framework'ler","Türk Lirası",Brüt,2,%36-%50,"210-250 TL","54.952 TL - 67.202 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası
Sertifika sınav ücretleri",Türkiye,"Türkiye ","16 Bursa",Ofiste,1-10,"Frontend Developer / Engineer",Mid,"1-3 Yıl","ChatGPT
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%36-%50,150-180TL,"29.802 TL - 37.252 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,1-10,"Frontend Developer / Engineer",Mid,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,1,Almadım,"210-250 TL","22.452 TL - 26.802 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Netflix, Spotify vs",Türkiye,"Türkiye ","35 İzmir",Hybrid,51-150,"Oracle Developer",Junior,"1-3 Yıl","ChatGPT
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
No-code / Low-code Araçları
SQL","Türk Lirası",Net,2,%11-%20,150-180TL,"22.452 TL - 26.802 TL"
"Şub 5, 2024",Kadın,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Sertifika sınav ücretleri",Türkiye,"Türkiye ","34 İstanbul",Remote,5.000-10.000,"Q/A - Test Automation Engineer",Junior,"1-3 Yıl","Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kotlin
SQL","Türk Lirası",Net,2,%21-%35,"210-250 TL","37.253 TL - 44.703 TL"
"Şub 5, 2024",Erkek,"Yol / yakıt yardımı
İşsizlik sigortası
İşçi tazminatı
Tıbbi izin",Türkiye,"Türkiye ","06 Ankara",Ofiste,"10.000 ve üzeri","IT Specialist",Senior,"5-7 Yıl","Microsoft Office Araçları","Türk Lirası",Net,1,Almadım,,"29.802 TL - 37.252 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası
Hayat sigortası",Türkiye,"Türkiye ","41 Kocaeli",Hybrid,"10.000 ve üzeri","Fullstack Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework
Java ve bağlı framework'ler
Kotlin
Microsoft Office Araçları
SQL
Swift","Türk Lirası",Net,2,%36-%50,"250-300 TL","44.704 TL - 54.951 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","06 Ankara",Hybrid,5.000-10.000,"Fullstack Developer / Engineer",Junior,"0-1 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,1,Almadım,"150 TL altı","29.802 TL - 37.252 TL"
"Şub 5, 2024",Kadın,"Yemek kartı",Türkiye,"Türkiye ","34 İstanbul",Remote,5.000-10.000,Intern,"Yeni mezun","0-1 Yıl","C# / .NET Framework
SQL","Türk Lirası",Net,2,%51-%70,150-180TL,"17.002 TL - 22.451 TL"
"Şub 5, 2024",Kadın,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Remote,601-1.000,"Team Lead",Senior,"7-9 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Net,2,%21-%35,"300 TL ve üzeri","105.103 TL - 127.552 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)
Tıbbi izin","Yurt dışı","İspanya ","34 İstanbul",Hybrid,"10.000 ve üzeri","Q/A - Test Automation Engineer",Junior,"0-1 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Microsoft Office Araçları
Python","Türk Lirası",Net,2,Almadım,"300 TL ve üzeri","29.802 TL - 37.252 TL"
"Şub 5, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Erzak yardımı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,51-150,"Android Developer",Mid,"1-3 Yıl","ChatGPT
Figma / XD ve diğer tasarım araçları
Kotlin","Türk Lirası",Net,2,%51-%70,"250-300 TL","67.203 TL - 82.652 TL"
